_id,COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
3379,Kern,2019,Race/ethnicity,Hispanic,All ages,"2,063",39.1,
3380,Kings,2019,Race/ethnicity,Hispanic,All ages,435,46.2,
3381,Lake,2019,Race/ethnicity,Hispanic,All ages,113,79.4,
3382,Lassen,2019,Race/ethnicity,Hispanic,All ages,13,30.7,
3383,Los Angeles,2019,Race/ethnicity,Hispanic,All ages,"23,985",46.5,
3384,Madera,2019,Race/ethnicity,Hispanic,All ages,533,51.5,
3385,Marin,2019,Race/ethnicity,Hispanic,All ages,131,28.3,
3386,Mariposa,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3387,Mendocino,2019,Race/ethnicity,Hispanic,All ages,120,47.2,
3388,Merced,2019,Race/ethnicity,Hispanic,All ages,"1,015",56.2,
3389,Modoc,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3390,Mono,2019,Race/ethnicity,Hispanic,All ages,21,63.7,
3391,Monterey,2019,Race/ethnicity,Hispanic,All ages,"1,130",39.1,
3392,Napa,2019,Race/ethnicity,Hispanic,All ages,213,42.5,
3393,Nevada,2019,Race/ethnicity,Hispanic,All ages,23,23.1,
3394,Orange,2019,Race/ethnicity,Hispanic,All ages,"3,535",29.6,
3395,Placer,2019,Race/ethnicity,Hispanic,All ages,170,30.2,
3396,Plumas,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3397,Riverside,2019,Race/ethnicity,Hispanic,All ages,"4,135",33.7,
3398,Sacramento,2019,Race/ethnicity,Hispanic,All ages,"1,965",51.7,
3399,San Benito,2019,Race/ethnicity,Hispanic,All ages,251,70.4,
3400,San Bernardino,2019,Race/ethnicity,Hispanic,All ages,"4,969",40.4,
3401,San Diego,2019,Race/ethnicity,Hispanic,All ages,"4,066",32.3,
3402,San Francisco,2019,Race/ethnicity,Hispanic,All ages,606,46.8,
3403,San Joaquin,2019,Race/ethnicity,Hispanic,All ages,"1,600",46.8,
3404,San Luis Obispo,2019,Race/ethnicity,Hispanic,All ages,206,30.3,
3405,San Mateo,2019,Race/ethnicity,Hispanic,All ages,793,39.1,
3406,Santa Barbara,2019,Race/ethnicity,Hispanic,All ages,657,28.9,
3407,Santa Clara,2019,Race/ethnicity,Hispanic,All ages,"2,057",37.4,
3408,Santa Cruz,2019,Race/ethnicity,Hispanic,All ages,339,34.4,
3409,Shasta,2019,Race/ethnicity,Hispanic,All ages,49,26.5,
3410,Sierra,2019,Race/ethnicity,Hispanic,All ages,0,0,
3411,Siskiyou,2019,Race/ethnicity,Hispanic,All ages,17,33.4,
3412,Solano,2019,Race/ethnicity,Hispanic,All ages,658,53.5,
3413,Sonoma,2019,Race/ethnicity,Hispanic,All ages,482,33.9,
3414,Stanislaus,2019,Race/ethnicity,Hispanic,All ages,"1,341",47.7,
3415,Sutter,2019,Race/ethnicity,Hispanic,All ages,87,25.9,
3416,Tehama,2019,Race/ethnicity,Hispanic,All ages,82,41.6,
3417,Trinity,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3418,Tulare,2019,Race/ethnicity,Hispanic,All ages,"1,356",39.4,
3419,Tuolumne,2019,Race/ethnicity,Hispanic,All ages,23,36.3,
3420,Ventura,2019,Race/ethnicity,Hispanic,All ages,"1,121",28.3,
3421,Yolo,2019,Race/ethnicity,Hispanic,All ages,277,35.1,
3422,Yuba,2019,Race/ethnicity,Hispanic,All ages,78,35.6,
3423,California,2019,Race/ethnicity,Asian/PI,All ages,"8,865",17.1,
3424,Alameda,2019,Race/ethnicity,Asian/PI,All ages,859,19.5,
3425,Alpine,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3426,Amador,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3427,Butte,2019,Race/ethnicity,Asian/PI,All ages,14,14.8,
3428,Calaveras,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3429,Colusa,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3430,Contra Costa,2019,Race/ethnicity,Asian/PI,All ages,376,23,
3431,Del Norte,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3432,El Dorado,2019,Race/ethnicity,Asian/PI,All ages,14,23.8,
3433,Fresno,2019,Race/ethnicity,Asian/PI,All ages,221,23.7,
3434,Glenn,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3435,Humboldt,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3436,Imperial,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3437,Inyo,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3438,Kern,2019,Race/ethnicity,Asian/PI,All ages,79,21.1,
3439,Kings,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3440,Lake,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3441,Lassen,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3442,Los Angeles,2019,Race/ethnicity,Asian/PI,All ages,"2,056",14.9,
3443,Madera,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3444,Marin,2019,Race/ethnicity,Asian/PI,All ages,18,9.9,
3445,Mariposa,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3446,Mendocino,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3447,Merced,2019,Race/ethnicity,Asian/PI,All ages,40,20.6,
3448,Modoc,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3449,Mono,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3450,Monterey,2019,Race/ethnicity,Asian/PI,All ages,38,17.9,
3451,Napa,2019,Race/ethnicity,Asian/PI,All ages,26,24.5,
3452,Nevada,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3453,Orange,2019,Race/ethnicity,Asian/PI,All ages,768,13.2,
3454,Placer,2019,Race/ethnicity,Asian/PI,All ages,57,26.6,
3455,Plumas,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3456,Riverside,2019,Race/ethnicity,Asian/PI,All ages,211,16.2,
3457,Sacramento,2019,Race/ethnicity,Asian/PI,All ages,753,33.4,
3458,San Benito,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3459,San Bernardino,2019,Race/ethnicity,Asian/PI,All ages,193,13.9,
3460,San Diego,2019,Race/ethnicity,Asian/PI,All ages,621,18,
3461,San Francisco,2019,Race/ethnicity,Asian/PI,All ages,393,16.2,
3462,San Joaquin,2019,Race/ethnicity,Asian/PI,All ages,330,31.1,
3463,San Luis Obispo,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3464,San Mateo,2019,Race/ethnicity,Asian/PI,All ages,265,13.2,
3465,Santa Barbara,2019,Race/ethnicity,Asian/PI,All ages,20,10.9,
3466,Santa Clara,2019,Race/ethnicity,Asian/PI,All ages,793,12.1,
3467,Santa Cruz,2019,Race/ethnicity,Asian/PI,All ages,13,12,
3468,Shasta,2019,Race/ethnicity,Asian/PI,All ages,24,55.9,
3469,Sierra,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3470,Siskiyou,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3471,Solano,2019,Race/ethnicity,Asian/PI,All ages,214,37,
3472,Sonoma,2019,Race/ethnicity,Asian/PI,All ages,34,17.4,
3473,Stanislaus,2019,Race/ethnicity,Asian/PI,All ages,65,22.2,
3474,Sutter,2019,Race/ethnicity,Asian/PI,All ages,21,13.1,
3475,Tehama,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3476,Trinity,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3477,Tulare,2019,Race/ethnicity,Asian/PI,All ages,32,23.4,
3478,Tuolumne,2019,Race/ethnicity,Asian/PI,All ages,0,0,
3479,Ventura,2019,Race/ethnicity,Asian/PI,All ages,39,7.4,
3480,Yolo,2019,Race/ethnicity,Asian/PI,All ages,31,13.1,
3481,Yuba,2019,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3482,California,2019,Race/ethnicity,AI/AN,All ages,539,33,
3483,Alameda,2019,Race/ethnicity,AI/AN,All ages,27,50.5,
3484,Alpine,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3485,Amador,2019,Race/ethnicity,AI/AN,All ages,0,0,
3486,Butte,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3487,Calaveras,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3488,Colusa,2019,Race/ethnicity,AI/AN,All ages,0,0,
3489,Contra Costa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3490,Del Norte,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3491,El Dorado,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3492,Fresno,2019,Race/ethnicity,AI/AN,All ages,13,20.4,
3493,Glenn,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3494,Humboldt,2019,Race/ethnicity,AI/AN,All ages,37,50.3,
3495,Imperial,2019,Race/ethnicity,AI/AN,All ages,0,0,
3496,Inyo,2019,Race/ethnicity,AI/AN,All ages,17,107.8,
3497,Kern,2019,Race/ethnicity,AI/AN,All ages,12,22.8,
3498,Kings,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3499,Lake,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3500,Lassen,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3501,Los Angeles,2019,Race/ethnicity,AI/AN,All ages,73,33.9,
3502,Madera,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3503,Marin,2019,Race/ethnicity,AI/AN,All ages,0,0,
3504,Mariposa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3505,Mendocino,2019,Race/ethnicity,AI/AN,All ages,34,107.7,
3506,Merced,2019,Race/ethnicity,AI/AN,All ages,0,0,
3507,Modoc,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3508,Mono,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3509,Monterey,2019,Race/ethnicity,AI/AN,All ages,12,78,
3510,Napa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3511,Nevada,2019,Race/ethnicity,AI/AN,All ages,0,0,
3512,Orange,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3513,Placer,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3514,Plumas,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3515,Riverside,2019,Race/ethnicity,AI/AN,All ages,38,36,
3516,Sacramento,2019,Race/ethnicity,AI/AN,All ages,23,25.6,
3517,San Benito,2019,Race/ethnicity,AI/AN,All ages,0,0,
3518,San Bernardino,2019,Race/ethnicity,AI/AN,All ages,19,22.9,
3519,San Diego,2019,Race/ethnicity,AI/AN,All ages,36,24.2,
3520,San Francisco,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3521,San Joaquin,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3522,San Luis Obispo,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3523,San Mateo,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3524,Santa Barbara,2019,Race/ethnicity,AI/AN,All ages,0,0,
3525,Santa Clara,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3526,Santa Cruz,2019,Race/ethnicity,AI/AN,All ages,0,0,
3527,Shasta,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3528,Sierra,2019,Race/ethnicity,AI/AN,All ages,0,0,
3529,Siskiyou,2019,Race/ethnicity,AI/AN,All ages,13,98.2,
3530,Solano,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3531,Sonoma,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3532,Stanislaus,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3533,Sutter,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3534,Tehama,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3535,Trinity,2019,Race/ethnicity,AI/AN,All ages,0,0,
3536,Tulare,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3537,Tuolumne,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3538,Ventura,2019,Race/ethnicity,AI/AN,All ages,0,0,
3539,Yolo,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3540,Yuba,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3541,California,2019,Race/ethnicity,NHPI,All ages,"1,481",107.4,
3542,Alameda,2019,Race/ethnicity,NHPI,All ages,196,145.5,
3543,Alpine,2019,Race/ethnicity,NHPI,All ages,0,0,
3544,Amador,2019,Race/ethnicity,NHPI,All ages,0,0,
3545,Butte,2019,Race/ethnicity,NHPI,All ages,0,0,
3546,Calaveras,2019,Race/ethnicity,NHPI,All ages,0,0,
3547,Colusa,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3548,Contra Costa,2019,Race/ethnicity,NHPI,All ages,107,195,
3549,Del Norte,2019,Race/ethnicity,NHPI,All ages,0,0,
3550,El Dorado,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3551,Fresno,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3552,Glenn,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3553,Humboldt,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3554,Imperial,2019,Race/ethnicity,NHPI,All ages,0,0,
3555,Inyo,2019,Race/ethnicity,NHPI,All ages,0,0,
3556,Kern,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3557,Kings,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3558,Lake,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3559,Lassen,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3560,Los Angeles,2019,Race/ethnicity,NHPI,All ages,250,103.4,
3561,Madera,2019,Race/ethnicity,NHPI,All ages,0,0,
3562,Marin,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3563,Mariposa,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3564,Mendocino,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3565,Merced,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3566,Modoc,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3567,Mono,2019,Race/ethnicity,NHPI,All ages,0,0,
3568,Monterey,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3569,Napa,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3570,Nevada,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3571,Orange,2019,Race/ethnicity,NHPI,All ages,66,76.8,
3572,Placer,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3573,Plumas,2019,Race/ethnicity,NHPI,All ages,0,0,
3574,Riverside,2019,Race/ethnicity,NHPI,All ages,39,59.7,
3575,Sacramento,2019,Race/ethnicity,NHPI,All ages,200,129.4,
3576,San Benito,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3577,San Bernardino,2019,Race/ethnicity,NHPI,All ages,36,60,
3578,San Diego,2019,Race/ethnicity,NHPI,All ages,78,56.7,
3579,San Francisco,2019,Race/ethnicity,NHPI,All ages,79,270.6,
3580,San Joaquin,2019,Race/ethnicity,NHPI,All ages,48,139.6,
3581,San Luis Obispo,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3582,San Mateo,2019,Race/ethnicity,NHPI,All ages,117,103.4,
3583,Santa Barbara,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3584,Santa Clara,2019,Race/ethnicity,NHPI,All ages,70,107.8,
3585,Santa Cruz,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3586,Shasta,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3587,Sierra,2019,Race/ethnicity,NHPI,All ages,0,0,
3588,Siskiyou,2019,Race/ethnicity,NHPI,All ages,0,0,
3589,Solano,2019,Race/ethnicity,NHPI,All ages,77,227,
3590,Sonoma,2019,Race/ethnicity,NHPI,All ages,11,,Rate not available due to statistical instability
3591,Stanislaus,2019,Race/ethnicity,NHPI,All ages,25,82.6,
3592,Sutter,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3593,Tehama,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3594,Trinity,2019,Race/ethnicity,NHPI,All ages,0,0,
3595,Tulare,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3596,Tuolumne,2019,Race/ethnicity,NHPI,All ages,0,0,
3597,Ventura,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
3598,Yolo,2019,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
